"Data file recorded 2023/8/27  12:31:48"
" time  hx711, qdec3, qdec5, adc8,  adc9, adc10, adc11, adc12, adc13, adc14, adc15"
# Hello World 7/11/23 from main()
# LED0 initialized PA5
# led_init: success. Wait for LED blink
# Starting print thread
# printq access blocked by other thread. msg = # printq test message- hello from main.c 
# Clock cycles per second 96000000
 # End DAC init. Using PA4. DAC_MAX=4095 and DAC channel 1
# End ADC init PB0 PB1 PC0 PC1 PC2 PC3 PC4 PC5
# End PWM init. TIM1 PA8 PA9 PA10 PA11, TIM4 PB6 PB7 PB8 PB9, PWM13 PA6, PWM14 PA7
# End HX711 init TIM2 Ch4 PB2 as PD_SCK and PB5 as DOUT input
# End qdec inputs init. TIM3 PC6 PC7, TIM5 PA0 PA1 (32 bit)
# Starting heartbeat thread
# Starting uart input thread
# Starting hx711 thread
# Starting control thread
# Starting print_state thread
# Starting uart input thread: at tick 0.331803 
 # Starting hx711_thread
 # Starting print_state thread: at tick 32501203 (5000 ms PRNWAIT)
 #      t=,    hx711, qdec3, qdec5, adc8,  adc9, adc10, adc11, adc12, adc13, adc14, adc15  
   47.9484,        0,     0,     0, 1337,  1231,  1553,  1496,  1645,  2658,  1839,  1839
 # Input_thread count 843 time 47.974033 cmd = PFRQ1 value = -315
 # Input_thread count 844 time 47.995033 cmd = PFRQ2 value = 315
   48.0518,        0,     0,     0, 1235,  1286,  1056,   984,   868,  1887,  1638,  1638
 # Input_thread count 845 time 48.096333 cmd = PFRQ1 value = -302
 # Input_thread count 846 time 48.111835 cmd = PFRQ2 value = 302
   48.1530,        0,     0,     0, 1071,  1108,   831,   799,   592,   930,  1261,  1261
 # Input_thread count 847 time 48.196636 cmd = PFRQ1 value = -289
 # Input_thread count 848 time 48.212132 cmd = PFRQ2 value = 289
   48.2532,        0,     0,     0,  940,   877,   683,   690,   544,   701,   891,   891
 # Input_thread count 849 time 48.296932 cmd = PFRQ1 value = -276
 # Input_thread count 850 time 48.312431 cmd = PFRQ2 value = 276
   48.3555,        0,     0,     0, 1064,   886,  1027,  1039,   975,   589,   918,   918
 # Input_thread count 851 time 48.398331 cmd = PFRQ1 value = -263
 # Input_thread count 852 time 48.413925 cmd = PFRQ2 value = 263
   48.4568,        0,     0,     0, 1107,   984,  1075,  1119,  1103,   635,  1068,  1068
 # Input_thread count 853 time 48.498737 cmd = PFRQ1 value = -249
 # Input_thread count 854 time 48.514236 cmd = PFRQ2 value = 249
   48.5569,        0,     0,     0, 1085,   922,  1084,  1109,  1092,   624,   926,   926
 # Input_thread count 855 time 48.577034 cmd = PFRQ1 value = -235
 # Input_thread count 856 time 48.599136 cmd = PFRQ2 value = 235
   48.6592,        0,     0,     0, 1146,  1237,  1176,  1170,  1145,   667,   957,   957
 # Input_thread count 857 time 48.715828 cmd = PFRQ1 value = -220
 # Input_thread count 858 time 48.731327 cmd = PFRQ2 value = 220
   48.7615,        0,     0,     0, 1132,  1322,  1218,  1210,  1184,   702,  1103,  1103
 # Input_thread count 859 time 48.799637 cmd = PFRQ1 value = -205
 # Input_thread count 860 time 48.815136 cmd = PFRQ2 value = 205
   48.8638,        0,     0,     0, 1021,  1071,  1147,  1185,  1256,   908,   979,   979
 # Input_thread count 861 time 48.883434 cmd = PFRQ1 value = -190
 # Input_thread count 862 time 48.898933 cmd = PFRQ2 value = 190
   48.9651,        0,     0,     0, 1273,  1126,  1586,  1556,  1753,  1889,  1469,  1469
 # Input_thread count 863 time 49.015831 cmd = PFRQ1 value = -174
 # Input_thread count 864 time 49.031334 cmd = PFRQ2 value = 174
   49.0652,        0,     0,     0, 1190,  1182,  1568,  1527,  1770,  1993,  1447,  1447
 # Input_thread count 865 time 49.131535 cmd = PFRQ1 value = -158
 # Input_thread count 866 time 49.147030 cmd = PFRQ2 value = 158
   49.1664,        0,     0,     0, 1451,  1518,  1827,  1740,  1955,  2737,  1951,  1951
 # Input_thread count 867 time 49.201035 cmd = PFRQ1 value = -142
 # Input_thread count 868 time 49.216534 cmd = PFRQ2 value = 142
   49.2688,        0,     0,     0, 1387,  1205,  1438,  1353,  1408,  2559,  2018,  2018
 # Input_thread count 869 time 49.316730 cmd = PFRQ1 value = -126
 # Input_thread count 870 time 49.332233 cmd = PFRQ2 value = 126
   49.3689,        0,     0,     0, 1249,  1221,  1326,  1269,  1362,  2564,  1839,  1839
 # Input_thread count 871 time 49.417034 cmd = PFRQ1 value = -109
 # Input_thread count 872 time 49.433628 cmd = PFRQ2 value = 109
   49.4702,        0,     0,     0, 1246,  1058,  1145,  1089,  1023,  2216,  1775,  1775
 # Input_thread count 873 time 49.517334 cmd = PFRQ1 value = -92
 # Input_thread count 874 time 49.532833 cmd = PFRQ2 value = 92
   49.5725,        0,     0,     0,  977,   826,   719,   730,   546,   592,   992,   992
 # Input_thread count 875 time 49.602337 cmd = PFRQ1 value = -75
 # Input_thread count 876 time 49.617836 cmd = PFRQ2 value = 75
   49.6737,        0,     0,     0,  862,   742,   814,   844,   766,   548,   782,   782
 # Input_thread count 877 time 49.702629 cmd = PFRQ1 value = -57
 # Input_thread count 878 time 49.718128 cmd = PFRQ2 value = 57
   49.7760,        0,     0,     0, 1014,  1037,  1079,  1090,  1066,   603,   752,   752
 # Input_thread count 879 time 49.804031 cmd = PFRQ1 value = -40
 # Input_thread count 880 time 49.817333 cmd = PFRQ2 value = 40
   49.8783,        0,     0,     0, 1120,   983,  1152,  1178,  1143,   665,   957,   957
 # Input_thread count 881 time 49.918636 cmd = PFRQ1 value = -21
 # Input_thread count 882 time 49.934132 cmd = PFRQ2 value = 21
   49.9785,        0,     0,     0, 1014,   876,  1057,  1133,  1163,   647,   847,   847
 # Input_thread count 883 time 50.004631 cmd = PFRQ1 value = -3
 # Input_thread count 884 time 50.020126 cmd = PFRQ2 value = 3
   50.0808,        0,     0,     0,  956,   798,  1013,  1115,  1140,   697,   760,   760
 # Input_thread count 885 time 50.120331 cmd = PFRQ1 value = 14
 # Input_thread count 886 time 50.134830 cmd = PFRQ2 value = -14
   50.1820,        0,     0,     0, 1094,  1027,  1135,  1167,  1159,   726,  1092,  1092
 # Input_thread count 887 time 50.204235 cmd = PFRQ1 value = 33
 # Input_thread count 888 time 50.219734 cmd = PFRQ2 value = -33
   50.2843,        0,     0,     0, 1209,  1032,  1507,  1529,  1780,  1983,  1470,  1470
 # Input_thread count 889 time 50.328735 cmd = PFRQ1 value = 52
 # Input_thread count 890 time 50.344234 cmd = PFRQ2 value = -52
   50.3866,        0,     0,     0, 1236,   990,  1474,  1489,  1666,  2634,  1781,  1781
 # Input_thread count 891 time 50.420235 cmd = PFRQ1 value = 71
 # Input_thread count 892 time 50.436832 cmd = PFRQ2 value = -71
   50.4867,        0,     0,     0, 1400,  1448,  1614,  1564,  1667,  2647,  2107,  2107
 # Input_thread count 893 time 50.506233 cmd = PFRQ1 value = 90
 # Input_thread count 894 time 50.520634 cmd = PFRQ2 value = -90
   50.5890,        0,     0,     0, 1192,   977,  1149,  1147,  1204,  2485,  1794,  1794
 # Input_thread count 895 time 50.621937 cmd = PFRQ1 value = 110
 # Input_thread count 896 time 50.637535 cmd = PFRQ2 value = -110
   50.6902,        0,     0,     0, 1173,   994,   966,   914,   777,  1680,  1543,  1543
 # Input_thread count 897 time 50.737732 cmd = PFRQ1 value = 129
 # Input_thread count 898 time 50.753231 cmd = PFRQ2 value = -129
   50.7915,        0,     0,     0, 1004,  1028,   736,   738,   561,   697,  1130,  1130
 # Input_thread count 899 time 50.838032 cmd = PFRQ1 value = 149
 # Input_thread count 900 time 50.853535 cmd = PFRQ2 value = -149
   50.8927,        0,     0,     0,  857,   900,   757,   781,   701,   527,   720,   720
 # Input_thread count 901 time 50.922932 cmd = PFRQ1 value = 169
 # Input_thread count 902 time 50.938431 cmd = PFRQ2 value = -169
   50.9940,        0,     0,     0, 1061,  1056,  1021,  1063,  1003,   602,   898,   898
 # Input_thread count 903 time 51.038635 cmd = PFRQ1 value = 189
 # Input_thread count 904 time 51.054134 cmd = PFRQ2 value = -189
   51.0952,        0,     0,     0, 1014,  1045,  1060,  1089,  1084,   616,   882,   882
 # Input_thread count 905 time 51.123535 cmd = PFRQ1 value = 210
 # Input_thread count 906 time 51.139034 cmd = PFRQ2 value = -210
   51.1975,        0,     0,     0, 1050,  1040,  1040,  1114,  1137,   653,   864,   864
 # Input_thread count 907 time 51.223835 cmd = PFRQ1 value = 230
 # Input_thread count 908 time 51.239433 cmd = PFRQ2 value = -230
   51.2988,        0,     0,     0, 1067,   923,  1074,  1149,  1162,   660,   912,   912
 # Input_thread count 909 time 51.339626 cmd = PFRQ1 value = 251
 # Input_thread count 910 time 51.355129 cmd = PFRQ2 value = -251
   51.3989,        0,     0,     0, 1012,  1056,  1057,  1132,  1165,   672,   887,   887
 # Input_thread count 911 time 51.439930 cmd = PFRQ1 value = 271
 # Input_thread count 912 time 51.454357 cmd = PFRQ2 value = -271
   51.5001,        0,     0,     0, 1144,  1249,  1177,  1191,  1176,   698,  1007,  1007
 # Input_thread count 913 time 51.523735 cmd = PFRQ1 value = 292
 # Input_thread count 914 time 51.539230 cmd = PFRQ2 value = -292
   51.6013,        0,     0,     0,  994,  1050,  1044,  1101,  1143,   729,   909,   909
 # Input_thread count 915 time 51.639435 cmd = PFRQ1 value = 312
 # Input_thread count 916 time 51.654934 cmd = PFRQ2 value = -312
   51.7036,        0,     0,     0, 1224,  1161,  1524,  1525,  1803,  2080,  1475,  1475
 # Input_thread count 917 time 51.723232 cmd = PFRQ1 value = 333
 # Input_thread count 918 time 51.739830 cmd = PFRQ2 value = -333
   51.8049,        0,     0,     0, 1384,  1191,  1729,  1691,  1895,  2753,  1925,  1925
 # Input_thread count 919 time 51.827034 cmd = PFRQ1 value = 354
 # Input_thread count 920 time 51.842533 cmd = PFRQ2 value = -354
   51.9050,        0,     0,     0, 1270,  1104,  1619,  1620,  1857,  2721,  1839,  1839
 # Input_thread count 921 time 51.924030 cmd = PFRQ1 value = 375
 # Input_thread count 922 time 51.939537 cmd = PFRQ2 value = -375
   52.0074,        0,     0,     0, 1241,  1024,  1286,  1236,  1324,  2547,  1887,  1887
 # Input_thread count 923 time 52.040852 cmd = PFRQ1 value = 397
 # Input_thread count 924 time 52.055233 cmd = PFRQ2 value = -397
   52.1086,        0,     0,     0, 1244,  1052,  1101,  1047,   974,  2150,  1809,  1809
 # Input_thread count 925 time 52.154335 cmd = PFRQ1 value = 418
 # Input_thread count 926 time 52.170929 cmd = PFRQ2 value = -418
   52.2098,        0,     0,     0,  970,   984,   807,   797,   633,  1253,  1228,  1228
 # Input_thread count 927 time 52.240330 cmd = PFRQ1 value = 439
 # Input_thread count 928 time 52.270134 cmd = PFRQ2 value = -439
   52.3112,        0,     0,     0,  840,   883,   692,   723,   585,   501,   854,   854
 # Input_thread count 929 time 52.356033 cmd = PFRQ1 value = 460
 # Input_thread count 930 time 52.371532 cmd = PFRQ2 value = -460
   52.4135,        0,     0,     0,  945,   917,   995,  1019,  1021,   613,   758,   758
 # Input_thread count 931 time 52.455231 cmd = PFRQ1 value = 481
 # Input_thread count 932 time 52.470825 cmd = PFRQ2 value = -481
   52.5158,        0,     0,     0, 1145,  1166,  1132,  1171,  1155,   628,   954,   954
 # Input_thread count 933 time 52.554535 cmd = PFRQ1 value = 503
 # Input_thread count 934 time 52.571129 cmd = PFRQ2 value = -503
   52.6160,        0,     0,     0, 1018,  1031,  1039,  1119,  1138,   656,   871,   871
 # Input_thread count 935 time 52.640533 cmd = PFRQ1 value = 524
 # Input_thread count 936 time 52.654934 cmd = PFRQ2 value = -524
   52.7194,        0,     0,     0, 1020,  1127,  1101,  1153,  1152,   680,   868,   868
 # Input_thread count 937 time 52.739735 cmd = PFRQ1 value = 545
 # Input_thread count 938 time 52.755234 cmd = PFRQ2 value = -545
   52.8219,        0,     0,     0, 1182,  1257,  1534,  1500,  1593,  1413,  1383,  1383
 # Input_thread count 939 time 52.855434 cmd = PFRQ1 value = 567
 # Input_thread count 940 time 52.870934 cmd = PFRQ2 value = -567
   52.9231,        0,     0,     0, 1317,  1358,  1712,  1643,  1900,  2354,  1571,  1571
 # Input_thread count 941 time 52.971130 cmd = PFRQ1 value = 588
 # Input_thread count 942 time 52.986629 cmd = PFRQ2 value = -588
   53.0245,        0,     0,     0, 1298,  1211,  1593,  1570,  1770,  2687,  1789,  1789
 # Input_thread count 943 time 53.071434 cmd = PFRQ1 value = 609
 # Input_thread count 944 time 53.086929 cmd = PFRQ2 value = -609
   53.1257,        0,     0,     0, 1376,  1221,  1476,  1432,  1504,  2610,  2086,  2086
 # Input_thread count 945 time 53.171726 cmd = PFRQ1 value = 630
 # Input_thread count 946 time 53.187225 cmd = PFRQ2 value = -630
   53.2291,        0,     0,     0, 1124,  1170,   906,   841,   672,  1281,  1447,  1447
 # Input_thread count 947 time 53.271034 cmd = PFRQ1 value = 652
 # Input_thread count 948 time 53.287632 cmd = PFRQ2 value = -652
   53.3293,        0,     0,     0,  933,   730,   723,   740,   625,  1091,  1031,  1031
 # Input_thread count 949 time 53.355934 cmd = PFRQ1 value = 672
 # Input_thread count 950 time 53.371433 cmd = PFRQ2 value = -672
   53.4316,        0,     0,     0,  994,   857,   906,   918,   866,   564,   892,   892
 # Input_thread count 951 time 53.471630 cmd = PFRQ1 value = 693
 # Input_thread count 952 time 53.487137 cmd = PFRQ2 value = -693
   53.5339,        0,     0,     0, 1094,  1143,  1113,  1145,  1116,   640,  1030,  1030
 # Input_thread count 953 time 53.555435 cmd = PFRQ1 value = 714
 # Input_thread count 954 time 53.570934 cmd = PFRQ2 value = -714
   53.6352,        0,     0,     0, 1025,  1006,  1060,  1078,  1094,   635,   885,   885
 # Input_thread count 955 time 53.656834 cmd = PFRQ1 value = 735
 # Input_thread count 956 time 53.672329 cmd = PFRQ2 value = -735
   53.7353,        0,     0,     0, 1110,  1016,  1164,  1167,  1142,   652,   950,   950
 # Input_thread count 957 time 53.787937 cmd = PFRQ1 value = 755
 # Input_thread count 958 time 53.810032 cmd = PFRQ2 value = -755
   53.8410,        0,     0,     0, 1117,   961,  1342,  1367,  1497,  1242,  1120,  1120
 # Input_thread count 959 time 53.886238 cmd = PFRQ1 value = 777
 # Input_thread count 960 time 53.909435 cmd = PFRQ2 value = -777
   53.9422,        0,     0,     0, 1396,  1387,  1706,  1666,  1838,  2154,  1660,  1660
 # Input_thread count 961 time 53.973328 cmd = PFRQ1 value = 797
 # Input_thread count 962 time 53.987732 cmd = PFRQ2 value = -797
   54.0435,        0,     0,     0, 1458,  1479,  1778,  1738,  1923,  2730,  2091,  2091
 # Input_thread count 963 time 54.089035 cmd = PFRQ1 value = 817
 # Input_thread count 964 time 54.110031 cmd = PFRQ2 value = -817
   54.1459,        0,     0,     0, 1394,  1512,  1465,  1355,  1376,  2578,  2086,  2086
 # Input_thread count 965 time 54.173935 cmd = PFRQ1 value = 837
 # Input_thread count 966 time 54.189430 cmd = PFRQ2 value = -837
   54.2482,        0,     0,     0, 1011,  1015,   874,   831,   707,  1462,  1328,  1328
 # Input_thread count 967 time 54.274231 cmd = PFRQ1 value = 858
 # Input_thread count 968 time 54.289726 cmd = PFRQ2 value = -858
   54.3485,        0,     0,     0,  977,   922,   767,   750,   632,  1213,  1134,  1134
 # Input_thread count 969 time 54.389931 cmd = PFRQ1 value = 877
 # Input_thread count 970 time 54.410934 cmd = PFRQ2 value = -877
   54.4508,        0,     0,     0,  969,   837,   886,   906,   834,   550,   896,   896
 # Input_thread count 971 time 54.473732 cmd = PFRQ1 value = 897
 # Input_thread count 972 time 54.489231 cmd = PFRQ2 value = -897
   54.5532,        0,     0,     0, 1075,  1092,  1088,  1110,  1106,   630,   949,   949
 # Input_thread count 973 time 54.574329 cmd = PFRQ1 value = 916
 # Input_thread count 974 time 54.589836 cmd = PFRQ2 value = -916
   54.6534,        0,     0,     0,  952,   811,  1009,  1059,  1081,   616,   845,   845
 # Input_thread count 975 time 54.690033 cmd = PFRQ1 value = 935
 # Input_thread count 976 time 54.711033 cmd = PFRQ2 value = -935
   54.7557,        0,     0,     0, 1024,  1044,  1073,  1118,  1143,   670,   787,   787
 # Input_thread count 977 time 54.811234 cmd = PFRQ1 value = 955
 # Input_thread count 978 time 54.826729 cmd = PFRQ2 value = -955
   54.8571,        0,     0,     0, 1011,   928,   997,  1102,  1126,   679,   783,   783
 # Input_thread count 979 time 54.889538 cmd = PFRQ1 value = 973
 # Input_thread count 980 time 54.911633 cmd = PFRQ2 value = -973
   54.9606,        0,     0,     0, 1131,   925,  1404,  1439,  1586,  1435,  1068,  1068
 # Input_thread count 981 time 54.990929 cmd = PFRQ1 value = 992
 # Input_thread count 982 time 55.005333 cmd = PFRQ2 value = -992
   55.0618,        0,     0,     0, 1416,  1388,  1721,  1701,  1918,  2404,  1764,  1764
 # Input_thread count 983 time 55.094532 cmd = PFRQ1 value = 1011
 # Input_thread count 984 time 55.112236 cmd = PFRQ2 value = -1011
   55.1642,        0,     0,     0, 1460,  1461,  1556,  1480,  1564,  2621,  2118,  2118
 # Input_thread count 985 time 55.212433 cmd = PFRQ1 value = 1029
 # Input_thread count 986 time 55.227932 cmd = PFRQ2 value = -1029
   55.2665,        0,     0,     0, 1137,   974,  1070,  1028,   993,  2203,  1718,  1718
 # Input_thread count 987 time 55.312927 cmd = PFRQ1 value = 1047
 # Input_thread count 988 time 55.327332 cmd = PFRQ2 value = -1047
   55.3679,        0,     0,     0,  962,   793,   751,   743,   628,  1187,  1225,  1225
 # Input_thread count 989 time 55.412132 cmd = PFRQ1 value = 1065
 # Input_thread count 990 time 55.427631 cmd = PFRQ2 value = -1065
   55.4702,        0,     0,     0,  842,   825,   822,   834,   795,   533,   710,   710
 # Input_thread count 991 time 55.490433 cmd = PFRQ1 value = 1082
 # Input_thread count 992 time 55.512535 cmd = PFRQ2 value = -1082
   55.5714,        0,     0,     0, 1040,  1028,  1033,  1014,  1020,   614,   942,   942
 # Input_thread count 993 time 55.590736 cmd = PFRQ1 value = 1099
 # Input_thread count 994 time 55.612831 cmd = PFRQ2 value = -1099
   55.6727,        0,     0,     0,  987,   871,  1037,  1069,  1070,   609,   891,   891
 # Input_thread count 995 time 55.729530 cmd = PFRQ1 value = 1116
 # Input_thread count 996 time 55.745029 cmd = PFRQ2 value = -1116
   55.7750,        0,     0,     0,  989,   870,  1088,  1129,  1155,   650,   851,   851
 # Input_thread count 997 time 55.829830 cmd = PFRQ1 value = 1133
 # Input_thread count 998 time 55.844234 cmd = PFRQ2 value = -1133
   55.8764,        0,     0,     0,  959,   775,   982,  1094,  1137,   682,   764,   764
 # Input_thread count 999 time 55.914730 cmd = PFRQ1 value = 1149
 # Input_thread count 1000 time 55.930233 cmd = PFRQ2 value = -1149
   55.9787,        0,     0,     0, 1098,   934,  1105,  1167,  1172,   736,   960,   960
 # Input_thread count 1001 time 56.014030 cmd = PFRQ1 value = 1165
 # Input_thread count 1002 time 56.029537 cmd = PFRQ2 value = -1165
   56.0799,        0,     0,     0, 1206,  1192,  1430,  1444,  1582,  1443,  1228,  1228
 # Input_thread count 1003 time 56.129734 cmd = PFRQ1 value = 1181
 # Input_thread count 1004 time 56.146351 cmd = PFRQ2 value = -1181
   56.1812,        0,     0,     0, 1302,  1089,  1645,  1682,  1906,  2473,  1668,  1668
 # Input_thread count 1005 time 56.214634 cmd = PFRQ1 value = 1196
 # Input_thread count 1006 time 56.231232 cmd = PFRQ2 value = -1196
   56.2835,        0,     0,     0, 1405,  1222,  1548,  1496,  1586,  2630,  1980,  1980
 # Input_thread count 1007 time 56.316032 cmd = PFRQ1 value = 1212
 # Input_thread count 1008 time 56.331532 cmd = PFRQ2 value = -1212
   56.3849,        0,     0,     0, 1354,  1277,  1353,  1292,  1303,  2534,  1958,  1958
 # Input_thread count 1009 time 56.437233 cmd = PFRQ1 value = 1226
 # Input_thread count 1010 time 56.452736 cmd = PFRQ2 value = -1226
   56.4861,        0,     0,     0, 1131,  1114,  1010,   952,   884,  2018,  1825,  1825
